Title|User Score|Director|Screenplay|Top Billed Cast|Release Date|Content Rating|Genres|Keywords|Revenue|Original Language|Runtime|Budget|Homepage
Gone|60.0|Heitor Dhalia||Amanda Seyfried,Daniel Sunjata,Jennifer Carpenter,Sebastian Stan,Wes Bentley|2012|100|Drama,Thriller|sibling relationship,waitress,kidnapping,police investigation,reference to justin bieber|$18,100,189.00|English|1h 34m|-|-
Near Dark|69.0|Kathryn Bigelow|Kathryn Bigelow,Eric Red|Adrian Pasdar,Jenny Wright,Lance Henriksen,Bill Paxton,Jenette Goldstein|1987|100|Drama,Horror,Thriller|small town,motel,sunlight,vampire,victim,farm,kiss,gang leader,femme fatale,redneck,hitchhiker,exploding car,road movie,police raid,woman director,neo-noir,nomad,vampire clan|-|English|1h 35m|$5,000,000.00|-
Trance|65.0|Danny Boyle||James McAvoy,Vincent Cassel,Rosario Dawson,Matt Cross,Danny Sapani|2013|100|Thriller,Crime,Drama,Mystery|amnesia,art thief,hypnotism,heist movie,duringcreditsstinger|$24,261,569.00|English|1h 41m|$20,000,000.00|-
Army of Darkness|73.0|Sam Raimi|Sam Raimi,Ivan Raimi|Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,Richard Grove|1992|100|Fantasy,Horror,Comedy|prophecy,witch,swordplay,supermarket,castle,catapult,chain saw,time frame,skeleton,pit,windmill,incantation,time travel,undead,knight,zombie,middle ages,good and bad,necronomicon,doppelganger|-|English|1h 21m|$11,000,000.00|-
Spies Like Us|59.0|John Landis|Babaloo Mandel,Lowell Ganz,Dan Aykroyd|Chevy Chase,Dan Aykroyd,Steve Forrest,Donna Dixon,Bruce Davison|1985|100|Comedy,Adventure|spy,cia,asia,cold war,missile,kgb,bait|-|English|1h 42m|-|-
Rogue|63.0|Greg McLean|Greg McLean|Radha Mitchell,Michael Vartan,Sam Worthington,Mia Wasikowska,Caroline Brazier|2007|100|Action,Horror,Thriller|animal horror|-|English|1h 39m|-|-
Mulholland Drive|77.0|David Lynch||Naomi Watts,Laura Harring,Ann Miller,Dan Hedaya,Justin Theroux|2001|100|Thriller,Drama,Mystery|schizophrenia,identity,amnesia,loss of sense of reality,suppressed past,trauma,key,bisexuality,hallucination,surreal,job interview,casting,suspense,independent film,lesbian,los angeles,cult film|$20,117,339.00|English|2h 27m|$15,000,000.00|-
The Party|73.0|Blake Edwards|Blake Edwards,Tom Waldman,Frank Waldman|Peter Sellers,Claudine Longet,Natalia Borisova,Jean Carson,Marge Champion|1968|100|Comedy|movie business,party|-|English|1h 39m|$1,500,000.00|-
Patriots Day|69.0|Peter Berg|Peter Berg,Matt Cook,Joshua Zetumer|Mark Wahlberg,John Goodman,J.K. Simmons,Kevin Bacon,Michelle Monaghan|2016|100|Crime,Drama,Thriller|boston,massachusetts,police chief,terrorism,manhunt,boston marathon|$50,548,152.00|English|2h 13m|$45,000,000.00|http://www.patriotsdayfilm.com/
Police Academy: Mission to Moscow|42.0|Alan Metter|Neal Israel,Pat Proft|George Gaynes,G. W. Bailey,Leslie Easterbrook,Michael Winslow,David Graf|1994|100|Comedy,Crime|video game,mafia,police academy,moscow,commandant|$126,247.00|English|1h 23m|-|-
The Good Shepherd|63.0|Robert De Niro||Matt Damon,Angelina Jolie,Alec Baldwin,Tammy Blanchard,Robert De Niro|2006|100|Drama,Thriller,History|london england,berlin,usa,spy,cia,cuba,wife husband relationship,mentor,return,cold war,kongo,leaving one's family,kgb,childhood memory,wife,invasion,bay of pigs,family,child|$59,908,565.00|English|2h 47m|$85,000,000.00|http://www.thegoodshepherdmovie.com/
The Inbetweeners 2|60.0|Iain Morris,Damon Beesley||Simon Bird,James Buckley,Blake Harrison,Joe Thomas,Emily Berrington|2014|100|Comedy|holiday,australia,vacation|-|English|1h 36m|-|-
The Holy Mountain|78.0|Alejandro Jodorowsky|Alejandro Jodorowsky|Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,Adriana Page|1973|100|Drama|christianity,mexico,thief,surrealism,independent film,blasphemy,alchemist|-|Spanish|1h 54m|-|-
Outlander|60.0|Howard McCain||Jim Caviezel,Sophia Myles,Jack Huston,Ron Perlman,John Hurt|2008|100|Fantasy,Action,Science Fiction|norway,monster,flying saucer,viking|$7,033,683.00|English|1h 55m|$50,000,000.00|-
Straw Dogs|71.0|Sam Peckinpah|Sam Peckinpah,David Zelag Goodman|Dustin Hoffman,Susan George,Peter Vaughan,T. P. McKenna,Del Henney|1971|100|Crime,Drama,Thriller,Mystery|england,rape,country life,primal fear,revenge,thriller,rural setting,violence,cult film|$3,251,794.00|English|1h 56m|$2,200,000.00|-
Pulp Fiction|83.0|Quentin Tarantino|Quentin Tarantino,Roger Avary|John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames|1994|100|Thriller,Crime|transporter,drug dealer,boxer,massage,stolen money,crime boss,dance contest,junkyard,kamikaze,briefcase,redemption,heirloom,los angeles,theft,violence,fractured narrative|$213,928,762.00|English|2h 34m|$8,000,000.00|-
Planet 51|56.0|Marcos Martínez,Javier Abad,Jorge Blanco||Dwayne Johnson,Seann William Scott,Jessica Biel,Justin Long,Gary Oldman|2009|100|Science Fiction,Animation,Family,Comedy,Adventure|flying saucer,alien life-form,spaceship,alien,alien planet,planet,duringcreditsstinger|$104,945,765.00|English|1h 31m|$70,000,000.00|http://www.sonypictures.com/movies/planet51/
Bleed for This|68.0|Ben Younger|Ben Younger|Miles Teller,Aaron Eckhart,Katey Sagal,Ciarán Hinds,Ted Levine|2016|100|Drama|underdog,boxer,comeback,biography,rhode island,sport,fighter,come back|$6,174,491.00|English|1h 56m|$6,000,000.00|http://www.bleedforthisfilm.com/
The DUFF|67.0|Ari Sandel|Josh A. Cagan|Mae Whitman,Robbie Amell,Bella Thorne,Bianca A. Santos,Skyler Samuels|2015|100|Romance,Comedy|usa,friendship,high school,teenager,relationship,popularity,high school student,teen comedy,duringcreditsstinger,girl next door,based on young adult novel|$43,528,634.00|English|1h 40m|$8,500,000.00|http://www.duffmovie.com/
Paul|64.0|Greg Mottola||Seth Rogen,Simon Pegg,Nick Frost,Jason Bateman,Kristen Wiig|2011|100|Adventure,Comedy,Science Fiction|san diego,alien,area 51,alien space craft,duringcreditsstinger,1980s|$97,552,050.00|English|1h 44m|$40,000,000.00|http://paulthemovie.co.uk/
Pathfinder|53.0|Marcus Nispel|Nils Gaup,Laeta Kalogridis|Karl Urban,Moon Bloodgood,Russell Means,Clancy Brown,Jay Tavare|2007|100|Adventure|viking,native american,torture|$30,822,861.00|English|1h 39m|$45,000,000.00|-
The Odd Couple|76.0|Gene Saks||Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,David Sheiner|1968|100|Comedy|poker,roommate,friendship,friends,comedy,classic,new york city,apartment,neurotic,cleanliness freak,neat freak|$44,527,234.00|English|1h 46m|-|-
Time Bandits|66.0|Terry Gilliam||Sean Connery,John Cleese,Shelley Duvall,Michael Palin,Ian Holm|1981|100|Family,Fantasy,Science Fiction,Adventure,Comedy|treasure,map,magic,robin hood,time travel,napoleon,titanic,cage,pig,steampunk,minotaur,independent film,good vs evil,tank,burglary,cult film,arm wrestling,ancient greece,giant,ogre,dwarf,turned into animal|$42,365,581.00|English|1h 56m|$5,000,000.00|-
Papillon|78.0|Franklin J. Schaffner|Lorenzo Semple Jr.,Dalton Trumbo|Steve McQueen,Dustin Hoffman,Victor Jory,Don Gordon,Anthony Zerbe|1973|100|Crime,Drama|prison,escape from prison,devil's island|$53,267,000.00|English|2h 31m|$12,000,000.00|-
True Crime|64.0|Clint Eastwood|Stephen Schiff,Paul Brickman,Larry Gross|Clint Eastwood,Isaiah Washington,Lisa Gay Hamilton,James Woods,Denis Leary|1999|100|Crime,Drama|journalist,death penalty,death row,doomed man,ambition,recovering alcoholic|-|English|2h 7m|-|-
Blow-Up|72.0|Michelangelo Antonioni|Michelangelo Antonioni,Tonino Guerra,Edward Bond|David Hemmings,Vanessa Redgrave,Sarah Miles,John Castle,Veruschka von Lehndorff|1966|100|Drama,Mystery,Thriller|london england,photographer,burglar,tennis,loss of sense of reality,suspicion of murder,reality,surreal,municipal park,darkroom,pantomime,illusion,photography,corpse,photo shoot,fashion model,counterculture|-|English|1h 51m|-|-
The Oranges|54.0|Julian Farino|Ian Helfer,Jay Reiss|Leighton Meester,Hugh Laurie,Alia Shawkat,Allison Janney,Catherine Keener|2011|100|Comedy,Romance,Drama|family relationships,marital separation|$1,941,667.00|English|1h 30m|$7,000,000.00|http://www.orangesthemovie.com/
The French Connection|74.0|William Friedkin|Ernest Tidyman|Gene Hackman,Fernando Rey,Roy Scheider,Tony Lo Bianco,Marcel Bozzuffi|1971|100|Action,Crime,Thriller|police brutality,marseille,night life,attempted murder,drug dealer,drug mule,gangster,drug smuggle,undercover agent,hijacking of train,herion|$41,158,757.00|English|1h 44m|$1,800,000.00|-
Fifty Shades of Black|43.0|Michael Tiddes||Marlon Wayans,Kali Hawk,Fred Willard,Mike Epps,Affion Crockett|2016|100|Romance,Comedy|sex,black,parody,spoof,millionaire|$21,164,799.00|English|1h 32m|$20,000,000.00|http://50shadesofblackmovie.com/
The Bad Batch|51.0|Ana Lily Amirpour||Suki Waterhouse,Jason Momoa,Giovanni Ribisi,Keanu Reeves,Jim Carrey|2017|100|Drama,Horror,Thriller|amputation,kidnapping,post-apocalyptic,dystopia,exile,drug use,cannibal,cult leader|$180,851.00|English|1h 59m|$6,000,000.00|-
Demolition Man|64.0|Marco Brambilla|Robert Reneau,Peter M. Lenkov,Daniel Waters|Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Benjamin Bratt|1993|100|Crime,Action,Science Fiction|helicopter,martial arts,crime fighter,social control,museum,future,cryogenics,utopia,dystopia,fistfight,police,psychopath,betrayal,shootout,cyberpunk,explosion,violence,foot chase,car chase,warden,prison escape,subterranean,censorship,culture shock,knitting|$159,055,768.00|English|1h 55m|$57,000,000.00|http://www.warnerbros.com/demolition-man
Paris, je t'aime|68.0|Oliver Schmitz,Olivier Assayas,Alexander Payne,Gus Van Sant,Vincenzo Natali,Wes Craven,Walter Salles,Richard LaGravenese,Bruno Podalydès,Daniela Thomas,Ethan Coen,Gurinder Chadha,Nobuhiro Suwa,Frédéric Auburtin,Joel Coen,Sylvain Chomet,Tom Tykwer,Gérard Depardieu,Christopher Doyle,Alfonso Cuarón,Isabel Coixet||Steve Buscemi,Natalie Portman,Willem Dafoe,Maggie Gyllenhaal,Axel Kiener|2006|93|Drama,Romance|paris,city portrait,jazz,subway,new love,immigration,nanny,tourist,woman director|$4,857,367.00|French|2h 0m|$13,000,000.00|-
Body of Lies|65.0|Ridley Scott|David Ignatius,William Monahan|Leonardo DiCaprio,Russell Crowe,Mark Strong,Ali Suliman,Simon McBurney|2008|100|Action,Drama,Thriller|terror,spy,journalist,falsely accused,based on novel,dying and death,jordan,dubai,intelligence agency,beating,terrorism,danger,secrecy|$113,280,098.00|English|2h 8m|$70,000,000.00|http://wwws.warnerbros.co.uk/bodyoflies/
Ted|63.0|Seth MacFarlane|Seth MacFarlane,Alec Sulkin,Wellesley Wild|Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale,Giovanni Ribisi|2012|100|Comedy,Fantasy|friendship,love,teddy bear,toy comes to life,wishes come true|$549,368,315.00|English|1h 46m|$50,000,000.00|http://www.tedisreal.com/
Truth|65.0|James Vanderbilt|James Vanderbilt|Robert Redford,Cate Blanchett,Elisabeth Moss,Topher Grace,Dennis Quaid|2015|100|Drama|presidential election,biography,tv reporter,political scandal|$2,541,554.00|English|2h 1m|$9,600,000.00|-
RoboCop 3|43.0|Fred Dekker|Fred Dekker,Frank Miller|Robert John Burke,Nancy Allen,Mario Machado,Jodi Long,John Posey|1993|100|Action,Adventure,Crime,Science Fiction,Thriller|cyborg,dystopia,police,sequel,cyberpunk,policeman,robocop|$10,696,210.00|English|1h 44m|$22,000,000.00|-
Junior|48.0|Ivan Reitman|Chris Conrad,Kevin Wade|Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed|1994|100|Comedy,Family,Romance|baby,medicine,media,pregnancy,scientist,science,male pregnancy,fertility,gynaecology,ceasarean birth|$108,431,355.00|English|1h 49m|$60,000,000.00|-
Swordfish|61.0|Dominic Sena||John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,Sam Shepard|2001|100|Action,Crime,Thriller|hacker,terrorism,violence,ex-con,wire,los angeles international airport (lax),misdirection,aftercreditsstinger|$147,080,413.00|English|1h 39m|$102,000,000.00|-
Planes|57.0|Klay Hall|Jeffrey M. Howard|Dane Cook,Carlos Alazraqui,Val Kilmer,Julia Louis-Dreyfus,Brad Garrett|2013|100|Animation,Family,Adventure,Comedy|competition,countryside,training,crop duster,fighter jet,anthropomorphism,around the world,personification,dedication|$219,788,712.00|English|1h 31m|$50,000,000.00|-
Rounders|69.0|John Dahl|David Levien|Matt Damon,John Turturro,Gretchen Mol,Goran Visnjic,Edward Norton|1998|100|Drama,Crime|new york,poker,gambling,law,compulsive gambling,roulette,gain,russian mafia,loan shark,call girl,neo-noir|$22,921,898.00|English|2h 1m|$12,000,000.00|-
Daredevil|50.0|Mark Steven Johnson|Mark Steven Johnson|Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,Jon Favreau|2003|100|Fantasy,Action,Crime,Science Fiction,Thriller|blindness and impaired vision,narration,superhero,based on comic,daredevil,hazardous waste,mob hit,duringcreditsstinger|$179,179,718.00|English|1h 43m|$78,000,000.00|http://marvel.com/movies/movie/12/daredevil
White Men Can't Jump|63.0|Ron Shelton|Ron Shelton|Wesley Snipes,Woody Harrelson,Rosie Perez,Tyra Ferrell,Cylk Cozart|1992|100|Comedy,Drama|white trash,male friendship,friendship,sport,basketball,racial segregation,streetball,jeopardy,los angeles,hoodlum,confidence artist,hustling|$90,753,806.00|English|1h 55m|-|-
A Walk Among the Tombstones|62.0|Scott Frank|Scott Frank|Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,Adam David Thompson|2014|100|Crime,Drama,Mystery,Thriller|based on novel,murder,mafia,private investigator,new york city,alcoholic,kingpin,wife murder,matt scudder,1990s,drogas|$53,181,600.00|English|1h 53m|$28,000,000.00|-
Danny Collins|66.0|Dan Fogelman|Dan Fogelman|Al Pacino,Annette Bening,Jennifer Garner,Bobby Cannavale,Christopher Plummer|2015|100|Comedy,Drama,Music|rock star,middle age|$10,835,752.00|English|1h 47m|$10,000,000.00|-
Street Kings|63.0|David Ayer|James Ellroy,Jamie Moss,Kurt Wimmer|Keanu Reeves,Forest Whitaker,Chris Evans,Hugh Laurie,Martha Higareda|2008|100|Action,Crime,Drama,Thriller|corruption,captain,ghetto,machinegun,police,alcoholism,murder,shootout,undercover cop,dirty cop,los angeles,violence,widower,police funeral,neo-noir|$65,569,869.00|English|1h 49m|$20,000,000.00|-
Crash|64.0|David Cronenberg||James Spader,Deborah Kara Unger,Holly Hunter,Elias Koteas,Rosanna Arquette|1996|100|Drama,Thriller,Romance|gay,sexual obsession,adultery,sadistic,sexuality,wife husband relationship,eroticism,car journey,simulation,dead wish,fetish,wound,fetishism,masochism,deceived husband,dying and death,pain,james dean,sadism,marriage crisis,cult,car accident|-|English|1h 40m|$10,000,000.00|-
ATM|50.0|David Brooks|Chris Sparling|Alice Eve,Josh Peck,Brian Geraghty,Aaron Hughes,Will Woytowich|2012|100|Horror,Thriller|atm,hooded figure,duringcreditsstinger|$3,010.00|English|1h 30m|$3,000,000.00|-
Un chien andalou|75.0|Luis Buñuel|Luis Buñuel|Luis Buñuel,Salvador Dalí,Pierre Batcheff,Simone Mareuil,Robert Hommet|1929|100|Drama,Fantasy|dream,cloud,razor,ant,surreal,donkey,surrealism,priest,midnight movie,death,cult film,severed hand,piano,short|-|French|0h 16m|-|-
Snowden|70.0|Oliver Stone|Oliver Stone,Kieran Fitzgerald|Joseph Gordon-Levitt,Shailene Woodley,Melissa Leo,Zachary Quinto,Tom Wilkinson|2016|100|Drama,Thriller|national security agency (nsa),biography,surveillance,whistleblower,political thriller|$37,279,439.00|English|2h 14m|$40,000,000.00|http://snowdenfilm.com/
The Fearless Vampire Killers|69.0|Roman Polanski|Roman Polanski,Gérard Brach|Jack MacGowran,Roman Polanski,Sharon Tate,Ferdy Mayne,Iain Quarrier|1967|100|Comedy,Horror|professor,vampire|-|English|1h 48m|$2,000,000.00|-
Boo! A Madea Halloween|53.0|Tyler Perry||Tyler Perry,Cassi Davis,Liza Koshy,Bella Thorne,Patrice Lovely|2016|100|Comedy,Horror|halloween,poltergeist,haunted house,zombie,teenager,ghoul,ghost,mayhem|-|English|1h 43m|-|-
Peeping Tom|76.0|Michael Powell|Leo Marks|Karlheinz Böhm,Moira Shearer,Anna Massey,Maxine Audley,Brenda Bruce|1960|100|Horror,Thriller|cinematographer,photography,illegal prostitution,cult film,proto-slasher|$83,957.00|English|1h 41m|$150,000.00|-
Vampire Academy|58.0|Mark Waters|Daniel Waters|Zoey Deutch,Lucy Fry,Danila Kozlovsky,Dominic Sherwood,Olga Kurylenko|2014|100|Comedy,Action,Fantasy|narration,vampire,half vampire,danger of life,royal family,friendship,superhuman,guardian,super power,based on young adult novel|-|English|1h 44m|-|-
Frantz|74.0|François Ozon|François Ozon,Philippe Piazzo|Paula Beer,Pierre Niney,Ernst Stötzner,Marie Gruber,Johann von Bülow|2016|100|History,Drama,Romance|post world war i,post war|$880,474.00|French|1h 53m|-|-
Just Married|54.0|Shawn Levy|Sam Harper|Ashton Kutcher,Brittany Murphy,Christian Kane,David Moscow,Alex Thomas|2003|100|Comedy|venice,france,prison,fire,europe,married couple,honeymoon,castle,just married,chewing gum,marriage,police,vacation|$101,564,935.00|English|1h 35m|$18,000,000.00|-
Charlie Wilson's War|65.0|Mike Nichols|Aaron Sorkin|Tom Hanks,Philip Seymour Hoffman,Julia Roberts,Amy Adams,Om Puri|2007|100|Comedy,Drama,History|washington d.c.,alcohol,cia,helicopter,refugee camp,congress,cold war,ladykiller,rocket launcher,russian,munition,war in afghanistan,dollar|$119,000,410.00|English|1h 42m|$75,000,000.00|http://www.charliewilsonswar.net/
Analyze This|64.0|Harold Ramis|Harold Ramis,Kenneth Lonergan,Peter Tolan|Robert De Niro,Billy Crystal,Lisa Kudrow,Chazz Palminteri,Joe Viterelli|1999|100|Comedy,Crime|new york,mafia boss,wedding,psychiatrist|$176,885,658.00|English|1h 43m|$80,000,000.00|-
Underworld: Awakening|61.0|Björn Stein,Måns Mårlind|Len Wiseman,John Hlavin,Allison Burnett,J. Michael Straczynski|Kate Beckinsale,Stephen Rea,Michael Ealy,Theo James,India Eisley|2012|100|Fantasy,Action,Horror|experiment,vampire,daughter,hybrid,child vampire,werewolf,imax,werewolf child|$160,112,671.00|English|1h 28m|$70,000,000.00|http://www.entertheunderworld.com/
Welcome to the Punch|57.0|Eran Creevy||James McAvoy,Mark Strong,David Morrissey,Peter Mullan,Daniel Mays|2013|100|Action,Adventure,Crime|detective,assassin,heist,conspiracy,criminal|$9,747.00|English|1h 39m|$8,500,000.00|-
Thor: The Dark World|67.0|Alan Taylor|Christopher Yost,Stephen McFeely,Christopher Markus|Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan Skarsgård|2013|100|Action,Adventure,Fantasy|superhero,based on comic,hostile takeover,norse mythology,aftercreditsstinger,duringcreditsstinger,marvel cinematic universe,asgard,thor,mythological place|$644,571,402.00|English|1h 52m|$170,000,000.00|http://marvel.com/thor
Invictus|71.0|Clint Eastwood|Anthony Peckham|Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Matt Stern|2009|100|Drama,History|stadium,south africa,apartheid,nelson mandela,sport,nation,rugby,president,racism,poverty,celebration,duringcreditsstinger|$122,233,971.00|English|2h 14m|$60,000,000.00|http://invictusmovie.warnerbros.com
